Product_ID,Transaction_ID,Purchase_Freq,Avg_Order_Value,Most_Frequent_Category,Time_Between_Purchases,Region,Churn_Probability,Lifetime_Value,Launch_Date,Peak_Sales_Date,Season,Preferred_Purchase_Times,Retention_Strategy,Customer_Age_Days,High_Value_Customer
PROD_QFAAKZ,TRANS_QGZVOA,2,176.23,Sports,32,north america,0.2,1488.34,2020-04-14,2023-06-25,Summer,Evening,Loyalty Program,2170,0
PROD_K54QHL,TRANS_QGO9YU,17,60.27,Sports,38,europe,0.01,5242.42,2020-04-26,2023-09-07,Summer,Afternoon,Discount,2158,1
PROD_H27CQN,TRANS_5XMMEF,2,62.56,Sports,52,north america,0.59,2512.53,2021-05-10,2023-05-30,Winter,Afternoon,Email Campaign,1779,0
PROD_90M4Q6,TRANS_68SWA9,10,120.07,Clothing,54,south america,0.85,5799.47,2020-07-24,2023-12-18,Fall,Afternoon,Discount,2069,1
PROD_9MRYSZ,TRANS_9MOO3Q,17,22.07,Sports,72,north america,0.12,5616.64,2020-03-08,2023-10-22,Fall,Afternoon,Discount,2207,1
PROD_J72IXW,TRANS_QJOB1N,8,96.2,Home,11,south america,0.29,5921.5,2020-12-22,2023-05-30,Summer,Morning,Email Campaign,1918,1
PROD_51Z7HV,TRANS_CM74X8,12,21.35,Clothing,77,europe,0.59,1927.38,2020-01-11,2023-03-07,Spring,Afternoon,Loyalty Program,2264,0
PROD_CHUQ8E,TRANS_68BZDA,6,177.14,Electronics,83,asia,0.26,6182.7,2021-11-16,2023-08-10,Fall,Afternoon,Email Campaign,1589,1
PROD_OREH9R,TRANS_43W0LB,19,105.14,Sports,35,north america,0.35,3797.57,2021-07-29,2023-09-19,Fall,Morning,Discount,1699,0
PROD_LPLQ6A,TRANS_MVA7BT,12,159.88,Sports,81,north america,0.18,5477.89,2021-03-21,2023-04-10,Summer,Morning,Email Campaign,1829,1
PROD_QLLI4K,TRANS_05T23O,14,81.95,Electronics,42,north america,0.82,2191.48,2020-05-05,2023-10-26,Winter,Morning,Discount,2149,0
PROD_A21GKF,TRANS_6LNH5R,17,186.31,Electronics,38,south america,0.78,9841.44,2020-11-27,2023-04-16,Winter,Afternoon,Loyalty Program,1943,1
PROD_S2VXQ0,TRANS_VCENNN,1,146.5,Sports,59,europe,0.55,8918.35,2022-11-13,2023-08-29,Summer,Morning,Discount,1227,1
PROD_KEK0GM,TRANS_GTPCCM,10,164.72,Clothing,31,asia,0.74,5893.33,2020-04-23,2023-04-02,Fall,Morning,Loyalty Program,2161,1
PROD_Y4FNJB,TRANS_LFEXPP,15,72.73,Electronics,15,asia,0.57,4741.85,2022-03-14,2023-09-15,Spring,Afternoon,Loyalty Program,1471,0
PROD_X98YA5,TRANS_TL2FKS,19,32.98,Clothing,6,north america,0.6,2099.65,2022-10-14,2023-08-11,Spring,Afternoon,Loyalty Program,1257,0
PROD_PU0TLZ,TRANS_8CTT1I,13,115.98,Electronics,43,south america,0.18,2974.07,2022-03-11,2023-09-05,Fall,Evening,Loyalty Program,1474,0
PROD_QO1CC6,TRANS_IWWN5G,11,101.55,Electronics,10,europe,0.9,6954.76,2020-04-25,2023-09-01,Winter,Evening,Email Campaign,2159,1
PROD_PW7BMQ,TRANS_1UZ2F8,1,65.85,Sports,11,north america,0.33,9952.75,2021-01-04,2023-11-20,Summer,Afternoon,Loyalty Program,1905,1
PROD_GL07N8,TRANS_MFIVKO,6,143.67,Electronics,46,south america,0.09,3138.53,2020-09-09,2023-10-09,Fall,Evening,Loyalty Program,2022,0
PROD_K42HNS,TRANS_LW8XOC,19,78.44,Electronics,60,asia,0.89,6387.62,2020-04-28,2023-09-06,Summer,Evening,Email Campaign,2156,1
PROD_HFC3GT,TRANS_QGBUUQ,16,176.91,Clothing,22,north america,0.29,3730.94,2022-06-06,2023-06-23,Winter,Afternoon,Discount,1387,0
PROD_HE9I89,TRANS_QJL4XI,3,185.86,Sports,57,south america,1.0,4689.05,2021-11-30,2023-12-18,Fall,Morning,Loyalty Program,1575,0
PROD_IJBE29,TRANS_4BIP95,9,188.79,Clothing,9,south america,0.09,2353.06,2022-08-08,2023-06-21,Fall,Afternoon,Loyalty Program,1324,0
PROD_0VQ7RR,TRANS_TP47YP,6,77.01,Sports,12,south america,0.23,7749.76,2021-04-20,2023-04-14,Spring,Afternoon,Email Campaign,1799,1
PROD_MG9YAJ,TRANS_3USR1W,4,101.76,Electronics,47,asia,0.76,9938.6,2022-12-16,2023-05-23,Winter,Afternoon,Email Campaign,1194,1
PROD_CV96MO,TRANS_3C4JBH,15,35.83,Sports,61,north america,0.72,2260.61,2022-05-04,2023-09-28,Fall,Afternoon,Discount,1420,0
PROD_KI30E2,TRANS_16P9WM,3,196.22,Home,19,europe,0.37,4057.29,2022-04-24,2023-01-12,Fall,Afternoon,Email Campaign,1430,0
PROD_NEODU0,TRANS_VP0OPV,12,108.27,Clothing,36,asia,0.8,5832.83,2022-12-17,2023-03-09,Summer,Afternoon,Email Campaign,1193,1
PROD_AD0XP3,TRANS_3J36DU,12,32.2,Clothing,15,asia,0.82,4307.65,2021-05-04,2023-09-05,Summer,Morning,Discount,1785,0
PROD_YDUC54,TRANS_IQ118W,1,65.77,Clothing,8,asia,0.18,2588.82,2020-09-14,2023-02-21,Fall,Morning,Loyalty Program,2017,0
PROD_DS1YFS,TRANS_GEVWBC,1,125.57,Home,71,south america,0.03,8770.7,2020-07-24,2023-07-15,Summer,Morning,Email Campaign,2069,1
PROD_BCQVMG,TRANS_YI8GGK,7,135.96,Clothing,59,asia,0.08,9712.17,2022-09-26,2023-12-20,Fall,Evening,Discount,1275,1
PROD_JXFK8C,TRANS_KBXQ7T,3,49.01,Clothing,54,south america,0.17,1189.67,2020-11-23,2023-08-04,Summer,Afternoon,Discount,1947,0
PROD_C9W9VZ,TRANS_L0MLFH,8,174.83,Home,54,asia,0.1,2179.68,2022-01-10,2023-10-21,Summer,Evening,Email Campaign,1534,0
PROD_EEA0SC,TRANS_JIEGE9,16,64.45,Home,43,south america,0.87,9860.35,2021-09-05,2023-05-13,Winter,Morning,Loyalty Program,1661,1
PROD_KNI67S,TRANS_67S9CL,14,31.51,Clothing,8,north america,0.84,9167.43,2021-03-23,2023-11-09,Fall,Evening,Discount,1827,1
PROD_R94U0T,TRANS_DXPH0O,12,102.02,Home,7,south america,0.87,4855.5,2022-05-23,2023-10-25,Summer,Evening,Loyalty Program,1401,0
PROD_GDYP8H,TRANS_IUF770,15,59.03,Clothing,53,europe,0.95,3311.69,2022-09-24,2023-06-20,Spring,Afternoon,Discount,1277,0
PROD_TD3CT0,TRANS_783CEE,11,84.05,Sports,27,south america,0.96,5141.56,2020-07-18,2023-06-16,Winter,Morning,Email Campaign,2075,1
PROD_K7DI5N,TRANS_3K0KAQ,11,44.14,Sports,85,europe,0.56,7950.11,2021-01-29,2023-05-30,Spring,Afternoon,Email Campaign,1880,1
PROD_2JKI3S,TRANS_B7UOT1,7,21.75,Home,76,asia,0.34,1459.55,2020-05-27,2023-04-05,Spring,Afternoon,Loyalty Program,2127,0
PROD_F1AV2S,TRANS_MZVQKI,2,97.89,Clothing,62,europe,0.7,8290.17,2020-09-05,2023-05-04,Fall,Evening,Loyalty Program,2026,1
PROD_7D073G,TRANS_X12WPD,17,162.45,Sports,44,asia,0.13,6239.46,2022-11-16,2023-09-03,Winter,Evening,Email Campaign,1224,1
PROD_NIIN4S,TRANS_71Q4SW,12,44.15,Clothing,64,europe,0.16,8550.68,2022-12-17,2023-08-21,Spring,Evening,Email Campaign,1193,1
PROD_EAHDVW,TRANS_Y3QTGO,1,59.95,Home,68,europe,0.73,7813.02,2020-08-27,2023-11-20,Fall,Morning,Loyalty Program,2035,1
PROD_IQ5XY4,TRANS_2RVP8S,7,146.9,Clothing,10,europe,0.06,7982.33,2021-06-08,2023-05-08,Fall,Afternoon,Discount,1750,1
PROD_EZMB7Z,TRANS_04NNP4,11,147.87,Sports,52,europe,0.93,345.78,2022-07-17,2023-10-21,Summer,Morning,Email Campaign,1346,0
PROD_24KR8W,TRANS_XHJFTL,3,173.93,Sports,87,europe,0.36,8697.3,2021-07-09,2023-07-10,Spring,Evening,Loyalty Program,1719,1
PROD_WR0LHM,TRANS_Z3TFMX,7,38.41,Electronics,40,south america,0.58,2871.59,2021-08-30,2023-09-03,Winter,Morning,Loyalty Program,1667,0
PROD_F3QR9Z,TRANS_C1N5IQ,3,35.03,Sports,88,south america,0.0,6210.04,2021-04-18,2023-07-20,Summer,Afternoon,Email Campaign,1801,1
PROD_XUHNLB,TRANS_VC3FCF,1,62.17,Sports,69,asia,0.8,1919.5,2021-12-20,2023-05-30,Spring,Afternoon,Loyalty Program,1555,0
PROD_ZMOF7M,TRANS_1EBMBI,4,198.5,Home,24,north america,0.38,2196.46,2021-02-04,2023-12-30,Summer,Evening,Discount,1874,0
PROD_KUDFIA,TRANS_A7TGQ2,8,57.75,Sports,23,south america,0.34,997.03,2021-03-20,2023-12-23,Summer,Morning,Loyalty Program,1830,0
PROD_VS2P0X,TRANS_GSU1ZH,10,158.75,Home,18,asia,0.83,5952.27,2022-03-27,2023-12-17,Winter,Morning,Discount,1458,1
PROD_REMZIV,TRANS_QO63D0,14,81.57,Electronics,51,asia,0.34,5692.35,2020-03-07,2023-06-01,Fall,Morning,Email Campaign,2208,1
PROD_DE3FLD,TRANS_V8ZIA1,4,85.73,Electronics,34,north america,0.53,1376.21,2021-05-06,2023-03-31,Spring,Morning,Loyalty Program,1783,0
PROD_SAOUHV,TRANS_4919VV,10,65.21,Clothing,37,north america,0.43,4541.64,2020-01-29,2023-08-13,Fall,Evening,Email Campaign,2246,0
PROD_ENSRKC,TRANS_F0HE2U,9,26.89,Sports,52,north america,0.23,9735.42,2020-03-03,2023-07-26,Summer,Evening,Discount,2212,1
PROD_RCAQOG,TRANS_EWWRR2,3,179.98,Electronics,63,south america,0.31,3787.71,2020-12-12,2023-06-21,Fall,Evening,Discount,1928,0
PROD_SY3GBA,TRANS_R2XBU5,11,41.85,Electronics,65,europe,0.66,4018.83,2020-08-30,2023-12-05,Summer,Evening,Email Campaign,2032,0
PROD_B01GJC,TRANS_HNLEHT,17,52.33,Home,17,asia,0.56,9533.97,2020-03-28,2023-01-13,Winter,Evening,Email Campaign,2187,1
PROD_UM7FM0,TRANS_A9J74A,18,123.07,Sports,40,north america,0.49,8625.48,2022-07-26,2023-12-11,Winter,Morning,Discount,1337,1
PROD_WAL3TM,TRANS_TIW1JM,6,177.24,Sports,39,north america,0.04,5893.63,2021-07-19,2023-01-23,Fall,Morning,Loyalty Program,1709,1
PROD_4ITBMF,TRANS_58J0MA,2,74.9,Electronics,61,asia,0.03,1221.48,2022-12-31,2023-05-29,Summer,Afternoon,Loyalty Program,1179,0
PROD_4KAVHD,TRANS_I20OT1,15,92.37,Home,84,south america,0.98,6253.95,2021-08-29,2023-03-29,Summer,Evening,Email Campaign,1668,1
PROD_AA8VGA,TRANS_P65AVQ,15,167.29,Sports,31,south america,0.72,5607.93,2020-12-05,2023-05-11,Summer,Morning,Discount,1935,1
PROD_2ZE08G,TRANS_1RQOCE,10,98.8,Home,44,north america,0.05,882.18,2021-09-28,2023-04-01,Summer,Evening,Loyalty Program,1638,0
PROD_DVZL09,TRANS_W7X31O,13,66.02,Sports,70,south america,0.91,2634.86,2021-05-26,2023-05-18,Spring,Morning,Discount,1763,0
PROD_CSP7P6,TRANS_7F9XX6,16,133.48,Home,63,south america,0.21,2060.27,2022-02-14,2023-01-13,Winter,Morning,Email Campaign,1499,0
PROD_DECT7S,TRANS_W54J49,16,30.0,Clothing,54,europe,0.36,6971.99,2020-03-30,2023-11-15,Fall,Evening,Discount,2185,1
PROD_RYQ7YS,TRANS_X7X0SP,7,116.41,Clothing,53,south america,0.06,9013.57,2020-10-27,2023-07-03,Summer,Morning,Discount,1974,1
PROD_6VQ7V9,TRANS_ZWXGF6,9,124.44,Clothing,48,asia,0.52,7925.13,2022-03-10,2023-06-18,Fall,Morning,Email Campaign,1475,1
PROD_R2OD94,TRANS_OI5BK1,12,198.44,Sports,24,europe,0.18,6594.53,2022-07-16,2023-10-03,Spring,Afternoon,Discount,1347,1
PROD_3F5X6T,TRANS_M5FC9P,8,175.63,Electronics,64,south america,0.75,7718.45,2022-10-19,2023-05-26,Spring,Afternoon,Discount,1252,1
PROD_XZ73C3,TRANS_00MQTS,10,137.62,Electronics,12,north america,0.93,1252.33,2022-01-31,2023-12-05,Spring,Afternoon,Discount,1513,0
PROD_145JP5,TRANS_RBY2T4,6,192.54,Electronics,16,south america,0.75,6100.58,2021-08-13,2023-03-07,Winter,Morning,Discount,1684,1
PROD_35Z7ZY,TRANS_TRRTMK,15,84.65,Sports,56,europe,0.24,6561.17,2022-12-12,2023-09-04,Summer,Evening,Discount,1198,1
PROD_GV1J7D,TRANS_OF1IRU,10,54.54,Electronics,45,asia,0.08,2215.44,2021-02-10,2023-03-30,Winter,Evening,Loyalty Program,1868,0
PROD_KS54LF,TRANS_NQD84G,5,41.94,Clothing,53,north america,0.8,8713.75,2021-04-23,2023-07-03,Spring,Evening,Email Campaign,1796,1
PROD_LKQYLD,TRANS_SMUN3M,19,130.76,Clothing,80,asia,0.82,3672.24,2021-02-09,2023-04-07,Fall,Afternoon,Discount,1869,0
PROD_W2QT8N,TRANS_R4Q918,3,30.21,Sports,53,europe,0.34,6312.92,2022-11-19,2023-10-26,Summer,Morning,Loyalty Program,1221,1
PROD_0V0Q8X,TRANS_G4C5YQ,17,48.91,Home,57,north america,0.42,5990.11,2022-12-31,2023-11-10,Winter,Afternoon,Loyalty Program,1179,1
PROD_X4A6XN,TRANS_165UDN,6,136.69,Home,84,south america,0.92,6480.73,2020-01-05,2023-09-29,Winter,Evening,Loyalty Program,2270,1
PROD_JDXTRG,TRANS_SXWPSY,7,22.32,Electronics,36,north america,0.1,7614.63,2021-09-29,2023-04-16,Winter,Evening,Email Campaign,1637,1
PROD_HJ500O,TRANS_5Y43OF,8,150.15,Sports,79,europe,0.93,5871.83,2021-03-21,2023-10-08,Fall,Evening,Discount,1829,1
PROD_54AP2C,TRANS_W1AZRM,12,123.87,Clothing,69,north america,0.37,9177.41,2020-12-16,2023-07-30,Spring,Afternoon,Email Campaign,1924,1
PROD_EICQPO,TRANS_9EOI5A,19,28.83,Home,28,south america,0.05,614.56,2022-03-02,2023-01-15,Winter,Morning,Discount,1483,0
PROD_DWIYEG,TRANS_CTXKGL,4,145.99,Clothing,65,south america,0.71,7866.9,2021-01-26,2023-07-04,Fall,Afternoon,Discount,1883,1
PROD_FPQGLH,TRANS_MOFQRQ,10,20.35,Home,68,europe,0.79,9144.57,2022-06-08,2023-02-01,Fall,Morning,Discount,1385,1
PROD_2C0WIU,TRANS_8W4UE8,10,35.02,Clothing,70,north america,0.73,6912.55,2021-11-28,2023-04-16,Summer,Evening,Email Campaign,1577,1
PROD_4EJ9UV,TRANS_O50UI4,18,131.14,Sports,42,north america,0.02,2028.89,2021-03-20,2023-08-30,Fall,Evening,Email Campaign,1830,0
PROD_93YYUY,TRANS_5G63DX,13,75.54,Sports,14,europe,0.26,5846.33,2021-10-16,2023-01-29,Winter,Evening,Email Campaign,1620,1
PROD_AAJI3M,TRANS_5T2UJE,3,182.06,Home,87,north america,0.38,191.01,2022-05-03,2023-06-14,Winter,Afternoon,Email Campaign,1421,0
PROD_8JCV6N,TRANS_RZXN64,3,81.25,Clothing,87,south america,0.63,6640.61,2021-04-11,2023-04-06,Summer,Afternoon,Email Campaign,1808,1
PROD_V5WL0X,TRANS_BMIXC3,8,189.69,Home,27,north america,0.38,5921.65,2020-08-20,2023-08-03,Spring,Evening,Discount,2042,1
PROD_G20D3T,TRANS_LRLUQM,8,23.64,Clothing,54,europe,0.63,5520.37,2020-03-06,2023-12-17,Spring,Evening,Loyalty Program,2209,1
PROD_WGN5IN,TRANS_JEZGBU,3,110.52,Clothing,11,north america,0.48,4276.09,2021-08-23,2023-05-14,Winter,Evening,Email Campaign,1674,0
PROD_HVBWYX,TRANS_92PHPF,4,117.32,Electronics,59,north america,0.52,7557.83,2020-12-29,2023-03-30,Spring,Evening,Discount,1911,1
PROD_JHSFWO,TRANS_AKDZP9,4,65.16,Clothing,44,north america,0.58,8055.64,2022-08-07,2023-11-27,Fall,Evening,Email Campaign,1325,1
PROD_AHH8CM,TRANS_NGK3H1,6,124.36,Clothing,54,north america,0.31,5189.86,2021-02-03,2023-10-13,Summer,Evening,Email Campaign,1875,1
PROD_N2AIWS,TRANS_0KP0D5,11,146.13,Electronics,71,north america,0.21,8679.11,2022-06-07,2023-02-13,Fall,Afternoon,Email Campaign,1386,1
PROD_E9X0WX,TRANS_S9KG7D,10,86.59,Sports,30,north america,0.62,5069.04,2021-11-21,2023-01-23,Winter,Evening,Email Campaign,1584,1
PROD_BI94E7,TRANS_6L9MKG,10,53.91,Electronics,14,south america,0.3,2273.44,2020-08-14,2023-07-08,Winter,Afternoon,Email Campaign,2048,0
PROD_996WUQ,TRANS_HP2UI4,9,166.42,Home,10,south america,0.05,8567.89,2020-06-24,2023-09-04,Fall,Afternoon,Loyalty Program,2099,1
PROD_329NVO,TRANS_C9TQ6F,15,188.44,Electronics,19,south america,0.63,3744.47,2020-09-11,2023-03-20,Fall,Evening,Discount,2020,0
PROD_DPQ5RS,TRANS_CE0VWZ,11,135.68,Clothing,58,europe,0.57,7376.37,2020-03-30,2023-10-17,Fall,Afternoon,Loyalty Program,2185,1
PROD_HZRB2U,TRANS_JIFVJK,6,95.78,Electronics,29,south america,0.11,5283.85,2021-03-01,2023-01-19,Summer,Morning,Discount,1849,1
PROD_N88TKF,TRANS_ZQ5OJK,6,147.99,Home,33,south america,0.33,3228.24,2021-04-27,2023-03-25,Summer,Morning,Loyalty Program,1792,0
PROD_B8SQQH,TRANS_C44I6G,8,82.75,Sports,80,south america,0.57,583.5,2021-11-04,2023-06-23,Summer,Afternoon,Email Campaign,1601,0
PROD_SRJBVH,TRANS_S1CCNI,1,80.45,Clothing,63,south america,0.19,9965.97,2022-04-29,2023-09-01,Spring,Afternoon,Loyalty Program,1425,1
PROD_5XQ29Q,TRANS_1H7F9I,1,138.6,Clothing,37,asia,0.55,372.21,2022-02-04,2023-09-25,Spring,Afternoon,Loyalty Program,1509,0
PROD_QANAP1,TRANS_VK2UP6,12,102.62,Electronics,11,asia,0.8,1356.42,2020-02-21,2023-10-02,Spring,Afternoon,Email Campaign,2223,0
PROD_MSUKG8,TRANS_22HM0T,6,62.93,Sports,48,asia,0.11,9650.24,2021-12-13,2023-06-29,Spring,Afternoon,Email Campaign,1562,1
PROD_7KMXJF,TRANS_B1YHU3,4,79.62,Sports,27,asia,0.63,419.29,2022-05-07,2023-03-06,Winter,Morning,Loyalty Program,1417,0
PROD_BUDCUY,TRANS_DT7V5X,6,100.84,Home,55,asia,0.28,6157.31,2022-05-05,2023-03-29,Fall,Morning,Discount,1419,1
PROD_6UOPXX,TRANS_3WLIJ0,10,185.41,Electronics,6,north america,0.54,236.97,2021-08-26,2023-10-14,Fall,Evening,Loyalty Program,1671,0
PROD_JI653F,TRANS_X5RSHP,17,158.9,Electronics,89,asia,0.39,4749.31,2020-08-02,2023-08-12,Fall,Afternoon,Email Campaign,2060,0
PROD_7C68AH,TRANS_OO0DAH,14,122.4,Clothing,6,europe,0.7,9741.79,2021-09-28,2023-09-22,Summer,Afternoon,Discount,1638,1
PROD_UZ3QVT,TRANS_KX5EOM,8,121.59,Sports,74,europe,0.02,1502.78,2021-08-30,2023-07-24,Winter,Morning,Discount,1667,0
PROD_PF6D9Y,TRANS_M3ZRKV,19,128.39,Sports,16,asia,1.0,4583.72,2022-10-13,2023-04-06,Winter,Afternoon,Discount,1258,0
PROD_MY1ZME,TRANS_8S90MS,11,45.43,Sports,10,north america,0.4,8924.49,2022-01-28,2023-03-23,Spring,Morning,Loyalty Program,1516,1
PROD_351BQG,TRANS_NQ35K0,5,99.16,Electronics,55,south america,0.22,157.77,2021-05-23,2023-09-11,Winter,Evening,Discount,1766,0
PROD_CSER1S,TRANS_H4OPMB,16,76.9,Electronics,40,europe,0.05,4359.55,2022-06-04,2023-07-31,Summer,Evening,Loyalty Program,1389,0
PROD_7ZCAML,TRANS_99OYG5,8,115.42,Sports,56,south america,0.25,8234.05,2022-08-26,2023-04-05,Fall,Afternoon,Discount,1306,1
PROD_MLROMV,TRANS_AA29TB,4,70.2,Home,83,europe,0.61,9076.67,2021-11-22,2023-11-19,Summer,Morning,Discount,1583,1
PROD_FR7JJY,TRANS_CJVEM6,3,72.04,Home,85,europe,0.31,2315.61,2020-05-07,2023-10-23,Fall,Morning,Discount,2147,0
PROD_O5YSMG,TRANS_EZGMXI,6,106.56,Clothing,46,europe,0.46,3790.95,2022-06-05,2023-04-08,Winter,Evening,Email Campaign,1388,0
PROD_3I2QCV,TRANS_HV36CM,12,93.33,Electronics,11,europe,0.06,2509.35,2021-03-25,2023-11-22,Spring,Afternoon,Discount,1825,0
PROD_CGATQ7,TRANS_29NED6,1,57.21,Sports,43,north america,0.69,1482.62,2022-09-01,2023-03-18,Spring,Morning,Discount,1300,0
PROD_HKQQA6,TRANS_NWBYS9,3,38.89,Home,32,north america,0.92,3088.12,2021-09-22,2023-08-30,Spring,Evening,Email Campaign,1644,0
PROD_4MOAZY,TRANS_E9O4Z4,3,175.2,Home,29,south america,0.38,1972.06,2022-12-11,2023-11-12,Fall,Morning,Email Campaign,1199,0
PROD_2W1KQE,TRANS_S4IN7H,2,110.3,Home,72,asia,0.14,527.96,2020-03-08,2023-10-13,Spring,Evening,Email Campaign,2207,0
PROD_I8Z8BP,TRANS_K8CIB8,15,72.59,Electronics,79,europe,0.43,6891.21,2022-02-26,2023-06-22,Winter,Morning,Email Campaign,1487,1
PROD_3VTLP9,TRANS_HSB89Q,7,168.13,Clothing,40,north america,0.03,4903.68,2021-10-04,2023-08-15,Summer,Evening,Discount,1632,0
PROD_DA28F8,TRANS_G8N1KD,2,126.03,Electronics,30,asia,0.16,1528.2,2022-12-31,2023-02-11,Summer,Afternoon,Discount,1179,0
PROD_QK187K,TRANS_X1AGB3,19,166.33,Home,74,asia,0.56,7037.71,2021-07-17,2023-02-12,Fall,Evening,Discount,1711,1
PROD_ZTX8M7,TRANS_SEJDPF,7,47.9,Home,19,europe,0.45,7516.5,2022-04-18,2023-08-23,Summer,Afternoon,Email Campaign,1436,1
PROD_FK7447,TRANS_N5N9PM,10,146.45,Clothing,74,north america,0.53,6990.91,2020-03-09,2023-02-01,Spring,Morning,Email Campaign,2206,1
PROD_KVJ9I7,TRANS_6FZQT7,1,148.92,Home,77,north america,0.44,5487.47,2020-08-14,2023-12-07,Summer,Morning,Loyalty Program,2048,1
PROD_86HBZ7,TRANS_M17XS3,8,196.15,Home,32,asia,0.66,8108.26,2022-12-09,2023-03-25,Winter,Evening,Discount,1201,1
PROD_AUR5PP,TRANS_6K9QUE,13,198.3,Electronics,15,asia,0.04,825.63,2020-05-11,2023-11-08,Fall,Evening,Loyalty Program,2143,0
PROD_RZJL0E,TRANS_DE3PWS,14,147.34,Clothing,9,asia,0.28,2457.08,2022-06-11,2023-11-20,Summer,Afternoon,Loyalty Program,1382,0
PROD_ZW8UDW,TRANS_DZIWZJ,3,171.74,Sports,60,south america,0.42,8484.32,2020-11-10,2023-09-08,Summer,Afternoon,Discount,1960,1
PROD_H0Q3OD,TRANS_86QLI5,15,79.73,Clothing,20,south america,0.24,7081.88,2021-03-03,2023-03-31,Spring,Evening,Email Campaign,1847,1
PROD_4EQV3C,TRANS_JCQUZ2,14,124.83,Clothing,8,south america,0.04,5728.83,2021-03-25,2023-03-03,Spring,Morning,Loyalty Program,1825,1
PROD_T0TLHT,TRANS_OK67YB,1,160.04,Home,56,europe,0.35,3919.44,2021-06-03,2023-02-11,Winter,Afternoon,Email Campaign,1755,0
PROD_WHGE4X,TRANS_BXRPFS,11,127.6,Home,19,south america,0.5,4639.31,2021-03-08,2023-10-30,Spring,Evening,Discount,1842,0
PROD_O59ZRN,TRANS_AUC7R8,7,157.81,Clothing,12,north america,0.83,2116.87,2022-08-07,2023-01-10,Summer,Morning,Loyalty Program,1325,0
PROD_LPSCTL,TRANS_9OGVO4,8,118.66,Clothing,66,europe,0.7,9227.5,2021-05-14,2023-10-31,Winter,Morning,Loyalty Program,1775,1
PROD_2N6BLA,TRANS_UCHAP2,5,135.06,Home,73,north america,0.3,6323.05,2022-10-17,2023-08-14,Summer,Evening,Email Campaign,1254,1
PROD_FVHVU2,TRANS_SHYQS7,14,32.29,Sports,79,europe,0.7,157.41,2022-09-15,2023-07-03,Spring,Morning,Discount,1286,0
PROD_26ZGCN,TRANS_W552YQ,18,37.17,Clothing,46,north america,0.26,4416.97,2020-06-12,2023-08-08,Summer,Afternoon,Email Campaign,2111,0
PROD_LDATNV,TRANS_9P94MZ,7,59.58,Clothing,23,europe,0.48,2836.69,2022-04-12,2023-06-02,Fall,Evening,Email Campaign,1442,0
PROD_W5PICJ,TRANS_LH0HPP,1,163.85,Home,28,asia,0.92,6949.6,2022-10-31,2023-04-20,Spring,Evening,Email Campaign,1240,1
PROD_21SZSP,TRANS_ZWHW56,15,42.55,Home,77,asia,0.71,4230.26,2021-12-05,2023-10-20,Fall,Evening,Discount,1570,0
PROD_V5KUM4,TRANS_7SOAYV,18,63.71,Electronics,31,north america,0.52,460.11,2022-12-25,2023-01-13,Winter,Evening,Loyalty Program,1185,0
PROD_FRS2KE,TRANS_ZJ2W9D,5,98.53,Sports,8,asia,0.97,3134.49,2022-03-22,2023-07-31,Spring,Evening,Discount,1463,0
PROD_QXIDSH,TRANS_LRC4PR,17,24.61,Sports,46,europe,0.82,1063.82,2022-08-21,2023-07-11,Spring,Afternoon,Email Campaign,1311,0
PROD_GD12UQ,TRANS_ZBNSVK,12,94.59,Clothing,14,south america,0.35,4802.02,2022-08-01,2023-04-10,Summer,Morning,Discount,1331,0
PROD_OG26X6,TRANS_W301VL,16,163.73,Clothing,82,south america,0.48,3834.03,2021-04-23,2023-04-23,Summer,Morning,Discount,1796,0
PROD_VCU1KI,TRANS_TLFTSX,12,95.45,Home,19,asia,0.24,3261.14,2021-08-06,2023-03-15,Summer,Evening,Loyalty Program,1691,0
PROD_6ARFOU,TRANS_5T43DY,18,25.94,Sports,9,europe,0.38,6227.88,2021-09-13,2023-12-11,Summer,Afternoon,Discount,1653,1
PROD_4A9UI6,TRANS_8NNK17,2,86.45,Electronics,32,europe,0.26,9215.65,2021-07-20,2023-10-31,Fall,Evening,Loyalty Program,1708,1
PROD_BCMHKQ,TRANS_A1XPJB,17,144.55,Electronics,43,north america,0.66,6886.0,2022-10-08,2023-07-23,Winter,Evening,Email Campaign,1263,1
PROD_JAAKQC,TRANS_QWLGKO,12,186.5,Electronics,49,south america,0.41,8642.2,2022-11-22,2023-04-13,Summer,Evening,Discount,1218,1
PROD_Y69CP2,TRANS_0R967C,10,116.8,Clothing,23,south america,0.19,6260.56,2021-11-18,2023-07-03,Winter,Morning,Discount,1587,1
PROD_3KZ8N9,TRANS_1X3T41,4,86.74,Electronics,35,south america,0.97,3326.79,2021-08-12,2023-12-24,Fall,Morning,Discount,1685,0
PROD_31EGJK,TRANS_DSCTAY,11,172.84,Electronics,37,south america,0.79,5075.89,2020-10-18,2023-03-07,Fall,Afternoon,Loyalty Program,1983,1
PROD_QTHHP8,TRANS_UTG43Y,16,88.29,Electronics,46,south america,0.58,428.33,2021-05-19,2023-09-17,Spring,Afternoon,Discount,1770,0
PROD_RHY8ZK,TRANS_Y4VXBL,11,32.39,Home,82,south america,0.01,9867.45,2021-10-21,2023-03-08,Fall,Afternoon,Loyalty Program,1615,1
